instance_id,repo,language,mech_class,mech_category,mech_confidence,mech_secondary,mech_why,mech_risk,behavior_prior,prior_why,prior_confidence,realized_label,realized_mix,realized_source,ps_chars,ps_has_traceback,ps_has_repro,hints_chars,patch_files,patch_hunks,patch_add,patch_del,patch_exts,test_files,test_hunks,test_add,n_f2p,n_p2p,touches_header,touches_build,touches_core
preactjs__preact-4245,preactjs/preact,JavaScript,N,N,high,X-SMALL (STEP 1c),repo=preactjs/preact -> N. scope = 1 f2p + 12 p2p = 13 < 20 -> X-SMALL.,X-SMALL / reject pre-flight — scope 13 < 20 (R2).,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1765,0,1,912,1,2,9,0,.js,1,1,23,1,12,0,0,0
preactjs__preact-4316,preactjs/preact,JavaScript,N,N,high,X-SMALL (STEP 1c),repo=preactjs/preact -> N. scope = 1 f2p + 10 p2p = 11 < 20 -> X-SMALL.,X-SMALL / reject pre-flight — scope 11 < 20 (R2).,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1206,0,1,827,1,1,6,1,.js,1,1,8,1,10,0,0,0
preactjs__preact-4436,preactjs/preact,JavaScript,N,N,medium,"N.S (within-repo scope pct 25); W-LOWLEV, W-CONFOUND","repo=preactjs/preact -> N. scope = 2 f2p + 24 p2p = 26 >= 20, ps_chars=902 -> eligible; bottom tercile of preact's eligible set -> tier S. W-LOWLEV (26 < median 63.5), W-CONFOUND. patch 2 files/2 hunks/19 add -> no W-BIGDIFF.","high — eligible only just: scope 26 vs floor 20, and the PHP-calibrated slope predicts ~16 core-s, BELOW the 20 core-s layer-3 floor. This is the second-most-likely JavaScript instance to be PARKED after the paid episode.",T,heavy verify set (2+24 tests),"low (1/10 vs realized labels, report 17)",,,,902,0,1,0,2,2,19,4,.js .ts,1,1,32,2,24,0,0,0
briannesbitt__carbon-2665,briannesbitt/carbon,PHP,I,X-SMALL,high,I,"STEP 1b: mech I and scope=11 (n_f2p 1 + n_p2p 10) < 20. ps_chars 1528 is perfectly substantive -- the scope gate, not the PS, excludes it.",reject,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1528,0,1,0,1,2,9,1,.php,1,1,15,1,10,0,0,0
briannesbitt__carbon-2752,briannesbitt/carbon,PHP,I,I.L,high,,"repo=briannesbitt/carbon -> mech I (STEP 0 lookup, total function). scope=151 (n_f2p 1 + n_p2p 150) = repo max -> tier L (rank 7/7). ps_chars 2329, no warn flags, patch 1 file/1 hunk/+2. PHP line 2.94+0.432*scope -> ~68 core-s.",low,T,heavy verify set (1+150 tests),"low (1/10 vs realized labels, report 17)",,,,2329,0,1,142,1,1,2,2,.php,1,1,2,1,150,0,0,0
briannesbitt__carbon-2762,briannesbitt/carbon,PHP,I,X-SMALL,high,I,"STEP 1b: scope=6 (n_f2p 2 + n_p2p 4) < 20, despite ps_chars 3072 and test_add 47.",reject,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,3072,0,1,0,1,2,15,1,.php,1,1,47,2,4,0,0,0
briannesbitt__carbon-2813,briannesbitt/carbon,PHP,I,X-DEGEN,high,I,"STEP 1a: ps_chars=124 < 150; FIRST hit wins so 1b is never evaluated (scope=4 would also have fired). Already-run reject (12 identical actions, 6.6 core-s) -> rule confirmed. Also the ONLY PHP row with touches_build=1, matching the spec's precision-0/1 verdict on that feature.",reject,B,gold patch touches build files,"low (1/10 vs realized labels, report 17)",,,,124,0,0,0,3,7,47,17,.json .php,1,2,10,1,3,0,1,0
briannesbitt__carbon-2981,briannesbitt/carbon,PHP,I,I.S,high,"W-LOWLEV, W-BIGDIFF","mech I; scope=30 = repo eligible MIN -> tier S (rank 1/7), W-LOWLEV; patch_hunks=8 -> W-BIGDIFF. pred ~16 core-s.",high,E,large fix (1f/8h/29+),"low (1/10 vs realized labels, report 17)",,,,2702,0,1,150,1,8,29,0,.php,1,1,11,1,29,0,0,0
briannesbitt__carbon-3005,briannesbitt/carbon,PHP,I,I.S,high,"W-LOWLEV, W-BIGDIFF","mech I; scope=35 < repo median 37 -> W-LOWLEV; patch_files=5, patch_hunks=7, patch_del=36 -> W-BIGDIFF. Tier S (rank 3/7). pred ~18 core-s, under the floor.",high,E,large fix (5f/7h/66+),"low (1/10 vs realized labels, report 17)",,,,2908,0,1,0,5,7,66,36,.neon .php,2,2,58,1,34,0,0,0
briannesbitt__carbon-3041,briannesbitt/carbon,PHP,I,I.L,high,W-BIGDIFF,"mech I; scope=66, rank 6/7 -> tier L. patch_hunks=11, patch_files=2, patch_add=42 -> W-BIGDIFF (harness-fence covariate only, NOT a CPU predictor). pred ~31 core-s.",medium,E,large fix (2f/11h/42+),"low (1/10 vs realized labels, report 17)",,,,3209,0,1,0,2,11,42,7,.php,1,1,31,1,65,0,0,0
briannesbitt__carbon-3073,briannesbitt/carbon,PHP,I,I.S,high,W-LOWLEV,"mech I; scope=31 < median 37 -> W-LOWLEV; tier S (rank 2/7). hints_chars 519, patch 1 file/5 hunks/+11. pred ~16 core-s.",high,T,heavy verify set (1+30 tests),"low (1/10 vs realized labels, report 17)",,,,3141,0,1,519,1,5,11,1,.php,1,1,13,1,30,0,0,0
briannesbitt__carbon-3098,briannesbitt/carbon,PHP,I,I.M,medium,,"mech I; scope=37 which EQUALS the repo eligible median 37, so W-LOWLEV does not fire (strict <) -- tier M by rank 4/7. Read the PS to break the borderline: names CarbonInterval::make(), gives an IEEE-754 float repro and 1 F2P 'Construct > Make' -> substantive, no manual X-DEGEN. But pred ~19 core-s sits UNDER the layer-3 floor.",high,T,heavy verify set (1+36 tests),"low (1/10 vs realized labels, report 17)",,,,1259,0,1,0,1,5,14,3,.php,1,1,3,1,36,0,0,0
briannesbitt__carbon-3103,briannesbitt/carbon,PHP,I,I.M,high,,"mech I; scope=46, rank 5/7 -> tier M. No warn flags, ps_chars 3308, patch 1 file/1 hunk/+1. pred ~23 core-s -- the only carbon M-tier instance above the 20 core-s layer-3 floor.",medium,T,heavy verify set (1+45 tests),"low (1/10 vs realized labels, report 17)",,,,3308,0,1,187,1,1,1,1,.php,2,2,16,1,45,0,0,0
laravel__framework-46234,laravel/framework,PHP,I,I.M,high,,"mech I; scope=45 -> tier M (rank 5/7), no warn flags. hints_chars 3734. PS read: names URL::previous() not using its fallback, 1 F2P 'Routing Url Generator > When previous is equal to current' -> concrete. pred ~22 core-s, just clears the floor.",medium,T,heavy verify set (1+44 tests),"low (1/10 vs realized labels, report 17)",,,,870,0,1,3734,1,1,1,1,.php,1,1,26,1,44,0,0,0
laravel__framework-48573,laravel/framework,PHP,I,I.S,high,W-LOWLEV,"mech I; scope=24 < median 33 -> W-LOWLEV, tier S (rank 3/7). patch 1 file/3 hunks/+5. pred ~13 core-s.",high,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1531,0,1,1614,1,3,5,5,.php,2,3,43,1,23,0,0,0
laravel__framework-48636,laravel/framework,PHP,I,I.L,high,,"repo=laravel/framework -> mech I. scope=168 (n_f2p 2 + n_p2p 166) = repo and near-PHP max -> tier L (rank 7/7). No warn flags, ps_chars 1346. patch is 1 file/1 hunk/+1 line against test_add 150 -- a one-line fix guarding a 166-case test class. pred ~76 core-s.",low,T,heavy verify set (2+166 tests),"low (1/10 vs realized labels, report 17)",,,,1346,0,1,398,1,1,1,0,.php,1,3,150,2,166,0,0,0
laravel__framework-51195,laravel/framework,PHP,I,X-SMALL,high,I,STEP 1b: scope=7 (n_f2p 1 + n_p2p 6) < 20; hints_chars 3545 does not matter to the gate.,reject,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,864,0,1,3545,1,1,2,2,.php,1,1,15,1,6,0,0,0
laravel__framework-51890,laravel/framework,PHP,I,X-SMALL,high,I,"STEP 1b: scope=9 (n_f2p 1 + n_p2p 8) < 20. Already-run reject (split-half IPC unstable 27%, 6.4 core-s) -> rule confirmed. Note ps_chars=741 would have SURVIVED a naive ps_chars>=600 filter, which is exactly why the R1 cut is at 150 and not 600.",reject,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,741,0,1,5146,1,1,5,3,.php,1,1,14,1,8,0,0,0
laravel__framework-52451,laravel/framework,PHP,I,X-SMALL,high,I,STEP 1b: scope=19 (n_f2p 1 + n_p2p 18) -- ONE below the gate. ps_chars 2819 and a clean 1-file patch; the closest near-miss in all of PHP and the row most likely to be a false rejection.,reject,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,2819,0,1,398,1,1,2,2,.php,1,1,16,1,18,0,0,0
laravel__framework-52680,laravel/framework,PHP,I,I.S,high,W-LOWLEV,"mech I; scope=20 sits EXACTLY on the 1b gate (passes, >=20) -> W-LOWLEV, tier S. Ties 53949 at scope 20 and WINS the tie-break on test_hunks (2 vs 1) -> rank 2/7. PS read: chaperone/pluck bug, concrete code, but only 1 F2P ('Only hydrates inverse relation on models') -- a single unit test. pred ~12 core-s.",high,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1731,0,1,1358,1,1,1,1,.php,1,2,26,1,19,0,0,0
laravel__framework-52684,laravel/framework,PHP,I,I.L,high,,"mech I; scope=151 (n_f2p 3 + n_p2p 148) -> tier L (rank 6/7). No warn flags, ps_chars 1600, patch 1 file/3 hunks/+9. pred ~68 core-s.",low,T,heavy verify set (3+148 tests),"low (1/10 vs realized labels, report 17)",,,,1600,0,1,354,1,3,9,3,.php,1,3,30,3,148,0,0,0
laravel__framework-52866,laravel/framework,PHP,I,X-SMALL,high,I,"STEP 1b: scope=15 (n_f2p 1 + n_p2p 14) < 20, despite ps_chars 2128 and test_add 48.",reject,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,2128,0,1,0,1,1,4,0,.php,1,3,48,1,14,0,0,0
laravel__framework-53206,laravel/framework,PHP,I,X-SMALL,high,I,"STEP 1b: scope=7 (n_f2p 1 + n_p2p 6) < 20. patch_files=2, test_files=2, test_add=3.",reject,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,953,0,1,0,2,3,5,6,.php,2,2,3,1,6,0,0,0
laravel__framework-53696,laravel/framework,PHP,I,I.M,medium,,"mech I; scope=33 EQUALS the repo eligible median 33 so W-LOWLEV does not fire -> tier M (rank 4/7). test_files=5, test_hunks=12 = the broadest test patch in laravel, which is the one static hint that the agent may run a wide directory. pred ~17 core-s, under the floor.",high,T,heavy verify set (1+32 tests),"low (1/10 vs realized labels, report 17)",,,,1708,0,1,460,1,1,1,1,.php,5,12,94,1,32,0,0,0
laravel__framework-53914,laravel/framework,PHP,I,X-SMALL,high,I,STEP 1b: scope=8 even though ps_chars=3701 is the longest laravel PS and patch_add=31/patch_hunks=4. Neither problem-statement length nor patch size rescues a small graded suite -- the cleanest in-language demonstration that those features carry no fence information.,reject,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,3701,0,1,701,1,4,31,9,.php,1,2,38,1,7,0,0,0
laravel__framework-53949,laravel/framework,PHP,I,I.S,high,W-LOWLEV,"mech I; scope=20 exactly on the gate, LOSES the tie-break to 52680 on test_hunks (1 vs 2) -> rank 1/7, tier S, W-LOWLEV. PS read: once() fails to memoize null, 1 F2P 'Once > Memoization null values'. pred ~12 core-s -- the joint-smallest eligible fence in PHP.",high,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,792,0,1,2502,1,1,4,4,.php,1,1,20,1,19,0,0,0
php-cs-fixer__php-cs-fixer-7523,php-cs-fixer/php-cs-fixer,PHP,I,I.L,high,,"ALREADY PROFILED -- cross-check row. repo=php-cs-fixer -> mech I; scope=237 (n_f2p 1 + n_p2p 236) = repo AND PHP maximum -> tier L (rank 9/9). W-READ fires (ps_chars 504) and is discharged: the PS names a concrete fixer. Measured 105.3 core-s, tests(php) 97% / shell 3%, compile 0% -> matches class I's predicted composition (runner + app-under-test >=90%, compile 0%) exactly. Rules reproduce the accept.",none (already banked),T,heavy verify set (1+236 tests),"low (1/10 vs realized labels, report 17)",M,S=53% E=1% T=46% B=0%,ML_multiling,504,0,1,0,1,1,2,1,.php,2,2,18,1,236,0,0,0
php-cs-fixer__php-cs-fixer-7635,php-cs-fixer/php-cs-fixer,PHP,I,X-DUP,high,I.M,"STEP 1g (repo already sampled). Would be I.M: scope=81, rank 6/9, no warn flags (ps_chars 654 clears the W-READ band). hints_chars 6797 = PHP max. pred ~38 core-s.",reject-dup,T,heavy verify set (1+80 tests),"low (1/10 vs realized labels, report 17)",,,,654,0,1,6797,1,7,7,7,.php,1,1,37,1,80,0,0,0
php-cs-fixer__php-cs-fixer-7663,php-cs-fixer/php-cs-fixer,PHP,I,X-DUP,high,"I.M, W-READ, W-BIGDIFF","STEP 1g (repo already sampled). Would be I.M: scope=76 (n_f2p 8 + n_p2p 68), rank 5/9. W-READ (ps_chars 545) DISCHARGED by reading it: names the statement_indentation rule, gives a brace-less while/if repro, and lists 8 named F2P data sets -> NOT degenerate, no manual downgrade. W-BIGDIFF (patch_add 103, patch_hunks 7).",reject-dup,E,large fix (1f/7h/103+),"low (1/10 vs realized labels, report 17)",,,,545,0,1,623,1,7,103,7,.php,1,1,142,8,68,0,0,0
php-cs-fixer__php-cs-fixer-7875,php-cs-fixer/php-cs-fixer,PHP,I,X-DUP,high,"I.L, W-BIGDIFF","STEP 1g (repo already sampled). Would be I.L: scope=92 (n_f2p 14 + n_p2p 78 -- the largest n_f2p in PHP), rank 7/9. W-BIGDIFF (patch_hunks 8, patch_add 57, test_add 269 = PHP max). pred ~43 core-s.",reject-dup,E,large fix (1f/8h/57+),"low (1/10 vs realized labels, report 17)",,,,1511,0,1,0,1,8,57,34,.php,1,2,269,14,78,0,0,0
php-cs-fixer__php-cs-fixer-7998,php-cs-fixer/php-cs-fixer,PHP,I,I.S,high,W-LOWLEV,"mech I; scope=69 (n_f2p 1 + n_p2p 68) -> rank 3/9 = tier S, and W-LOWLEV (< repo median 76). STEP 1g X-DUP is LIFTED for this row only: it is the PRE-DECLARED low-scope partner of the 7523 (scope 237) within-repo S-vs-L contrast required by SELECTION RULE (i). pred ~33 core-s -- the only PHP S-tier candidate that clears the 20 core-s floor.",medium,T,heavy verify set (1+68 tests),"low (1/10 vs realized labels, report 17)",,,,791,0,1,0,1,2,4,2,.php,1,1,45,1,68,0,0,0
php-cs-fixer__php-cs-fixer-8064,php-cs-fixer/php-cs-fixer,PHP,I,X-SMALL,high,I,STEP 1b fires BEFORE 1g: scope=18 (n_f2p 1 + n_p2p 17) < 20. The only php-cs-fixer instance that fails the scope gate on its own merits rather than on duplication.,reject,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,2126,0,1,0,2,3,13,22,.php,2,2,15,1,17,0,0,0
php-cs-fixer__php-cs-fixer-8075,php-cs-fixer/php-cs-fixer,PHP,I,X-DUP,high,"I.M, W-LOWLEV","STEP 1g (repo already sampled). Would be I.M: scope=72, rank 4/9, W-LOWLEV (< median 76). pred ~34 core-s -- the best in-repo fallback if the pre-declared 7998 contrast parks.",reject-dup,T,heavy verify set (1+71 tests),"low (1/10 vs realized labels, report 17)",,,,1130,0,1,85,2,3,7,2,.neon .php,1,1,19,1,71,0,0,0
php-cs-fixer__php-cs-fixer-8256,php-cs-fixer/php-cs-fixer,PHP,I,X-DUP,high,"I.S, W-LOWLEV","STEP 1g (repo already sampled). Would be I.S: scope=26, rank 2/9, W-LOWLEV. pred ~14 core-s, i.e. it would fail the layer-3 floor anyway -- excluded twice over.",reject-dup,T,heavy verify set (1+25 tests),"low (1/10 vs realized labels, report 17)",,,,1087,0,1,417,1,1,8,4,.php,1,1,16,1,25,0,0,0
php-cs-fixer__php-cs-fixer-8331,php-cs-fixer/php-cs-fixer,PHP,I,X-DUP,high,"I.S, W-LOWLEV","STEP 1g (repo already sampled). Would be I.S: scope=23 = repo eligible MIN, rank 1/9, W-LOWLEV. pred ~13 core-s -- under the floor. It is the nominal S end of the 7523 contrast but too small to measure, which is why 7998 was pre-declared instead.",reject-dup,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1633,0,1,0,1,1,3,2,.php,1,1,15,1,22,0,0,0
php-cs-fixer__php-cs-fixer-8367,php-cs-fixer/php-cs-fixer,PHP,I,X-DUP,high,I.L,"STEP 1g: repo already sampled (7523 accepted) and this row is not a pre-declared contrast member. Passes every other gate -- would be I.L (scope 151 = n_f2p 1 + n_p2p 150, rank 8/9, no warn flags, pred ~68 core-s). Eligible only if the campaign re-declares a second php-cs-fixer contrast.",reject-dup,T,heavy verify set (1+150 tests),"low (1/10 vs realized labels, report 17)",,,,1990,0,1,0,1,1,2,0,.php,1,1,15,1,150,0,0,0
phpoffice__phpspreadsheet-3463,phpoffice/phpspreadsheet,PHP,I,X-SMALL,high,I,STEP 1b: scope=13 (n_f2p 1 + n_p2p 12) < 20.,reject,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1706,0,1,0,2,2,2,1,.md .php,1,1,5,1,12,0,0,0
phpoffice__phpspreadsheet-3469,phpoffice/phpspreadsheet,PHP,I,X-SMALL,high,I,"STEP 1b: scope=9 (n_f2p 2 + n_p2p 7) < 20 despite ps_chars=4452, the LONGEST problem statement in PHP. Direct counter-example to any 'long PS => big fence' intuition.",reject,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,4452,0,1,0,2,4,13,2,.md .php,2,4,39,2,7,0,0,0
phpoffice__phpspreadsheet-3570,phpoffice/phpspreadsheet,PHP,I,X-SMALL,high,I,"STEP 1b: scope=19 (n_f2p 1 + n_p2p 18) -- one below the gate, tied with laravel-52451 as the closest PHP near-miss. test_files=4, test_hunks=6 and ps_chars 1490 are all healthy.",reject,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1490,0,1,1065,2,2,2,2,.php,4,6,50,1,18,0,0,0
phpoffice__phpspreadsheet-3659,phpoffice/phpspreadsheet,PHP,I,X-SMALL,high,I,STEP 1b: scope=2 (n_f2p 2 + n_p2p 0) = PHP minimum. patch_files 4 / patch_hunks 10 / patch_add 61 would fire W-BIGDIFF but exclusion wins (ambiguity_rule 2). This is the PHP analogue of gin-3741: a big diff on a near-empty graded suite.,reject,E,large fix (4f/10h/61+),"low (1/10 vs realized labels, report 17)",,,,2440,0,1,0,4,10,61,3,.php,2,2,113,2,0,0,0,0
phpoffice__phpspreadsheet-3903,phpoffice/phpspreadsheet,PHP,I,X-SMALL,high,I,STEP 1b: scope=11 (n_f2p 1 + n_p2p 10) < 20; ps_chars 2577.,reject,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,2577,0,1,61,1,1,1,1,.php,1,2,22,1,10,0,0,0
phpoffice__phpspreadsheet-3940,phpoffice/phpspreadsheet,PHP,I,I.F,high,W-NOLEV,"repo=phpoffice/phpspreadsheet -> mech I. scope=59 = repo max. Tier is F, not L: only 2 of 10 instances clear the 1b gate and their spread is 59/42 = 1.40x < 3 -> W-NOLEV -> STEP 3 forces tier F. No W-LOWLEV (59 > median 50.5). PS read: removeColumn shifts a null neighbour, 1 F2P 'Worksheet > Remove column'. pred ~28 core-s.",medium,T,heavy verify set (1+58 tests),"low (1/10 vs realized labels, report 17)",M,S=49% E=4% T=47% B=0%,probe phpoffice-bT,1619,0,1,4673,2,4,16,12,.md .php,1,2,40,1,58,0,0,0
phpoffice__phpspreadsheet-4114,phpoffice/phpspreadsheet,PHP,I,X-SMALL,high,I,STEP 1b: scope=5 (n_f2p 2 + n_p2p 3) < 20; patch_files=3 and test_add=72 do not matter to the gate.,reject,E,large fix (3f/3h/7+),"low (1/10 vs realized labels, report 17)",,,,896,0,1,322,3,3,7,2,.md .php,2,3,72,2,3,0,0,0
phpoffice__phpspreadsheet-4186,phpoffice/phpspreadsheet,PHP,I,X-SMALL,high,I,"STEP 1b: scope=15 (n_f2p 1 + n_p2p 14) < 20; patch is 2 files/2 hunks/+1, test_add=1.",reject,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,866,0,1,0,2,2,1,1,.md .php,1,1,1,1,14,0,0,0
phpoffice__phpspreadsheet-4214,phpoffice/phpspreadsheet,PHP,I,I.F,high,"W-NOLEV, W-LOWLEV, W-BIGDIFF","mech I; scope=42 (n_f2p 2 + n_p2p 40). W-NOLEV (repo eligible spread 1.40x) -> tier F; W-LOWLEV (42 < median 50.5); W-BIGDIFF (patch_files 3, patch_del 60). PS read: ROUNDDOWN(249.9975,0) returns 250, 2 F2P data sets -> concrete, exercises the formula-calculation engine. pred ~21 core-s, marginal.",medium,E,large fix (3f/7h/27+),"low (1/10 vs realized labels, report 17)",,,,1355,0,1,288,3,7,27,60,.md .php,2,2,5,2,40,0,0,0
phpoffice__phpspreadsheet-4313,phpoffice/phpspreadsheet,PHP,I,X-SMALL,high,I,STEP 1b: scope=14 (n_f2p 4 + n_p2p 10) < 20 despite n_f2p=4 and test_add=87 -- a broad test patch does not lift the graded scope.,reject,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,2068,0,1,635,2,5,23,5,.md .php,2,2,87,4,10,0,0,0
faker-ruby__faker-2705,faker-ruby/faker,Ruby,I,I,medium,X-SMALL (threshold-marginal),"repo=faker-ruby/faker -> mech I (STEP 0). scope=1+15=16 < 20 -> X-SMALL. Notable: faker's within-repo spread is 16/9 = 1.78x, so both faker rows would carry W-NOLEV if eligible — faker is Ruby's only candidate for the jq-style flat negative control, and the scope gate removes it.",high — X-SMALL (scope 16); threshold-marginal at 4 tests below the cut,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1092,0,1,0,1,1,4,0,.rb,1,1,6,1,15,0,0,0
faker-ruby__faker-2970,faker-ruby/faker,Ruby,I,I,high,X-SMALL,"mech I by repo. scope=1+8=9 < 20 -> X-SMALL — the same scope as the pre-rejected laravel-51890, in the same mechanism class. pf=1/ph=1/pa=1, hints_chars=2115.",high — X-SMALL (scope 9),M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,767,0,1,2115,1,1,1,1,.rb,1,1,16,1,8,0,0,0
fastlane__fastlane-19207,fastlane/fastlane,Ruby,I,I,high,X-SMALL,"mech I by repo. scope=1+9=10 < 20 -> X-SMALL. ps_chars=69351, the longest problem statement in the entire Ruby set and ~4.6x the next — and it buys a 10-test fence. Clearest single demonstration that statement length carries no fence-magnitude information.",high — X-SMALL (scope 10),M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,69351,0,1,0,1,2,3,2,.rb,1,1,13,1,9,0,0,0
fastlane__fastlane-19304,fastlane/fastlane,Ruby,I,I,high,X-SMALL,"mech I by repo. scope=1+10=11 < 20 -> X-SMALL. ps_chars=17477 — the second-longest problem statement in Ruby, attached to an 11-test selection.",high — X-SMALL (scope 11),M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,17477,0,1,590,1,1,2,2,.rb,1,1,13,1,10,0,0,0
fastlane__fastlane-19765,fastlane/fastlane,Ruby,I,I,high,X-SMALL,"mech I by repo. scope=1+7=8 < 20 -> X-SMALL. Same scope as the pre-rejected laravel-51890 (9) neighbourhood, in the same mechanism class.",high — X-SMALL (scope 8),M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,11675,0,1,0,1,1,1,1,.rb,1,2,16,1,7,0,0,0
fastlane__fastlane-20642,fastlane/fastlane,Ruby,I,I,medium,X-SMALL,"repo=fastlane/fastlane -> mech I (STEP 0). scope=1+12=13 < 20 -> X-SMALL. Tied with 20958 for the fastlane maximum. ps_chars=12011, ps_has_repro=0, pf=1/ph=1/pa=1.","high — X-SMALL (scope 13); fastlane's repo maximum, so no fastlane instance can pass the class-I gate",S,"tiny fix (1+), no traceback/repro to localize from","low (1/10 vs realized labels, report 17)",,,,12011,0,0,891,1,1,1,1,.rb,1,1,2,1,12,0,0,0
fastlane__fastlane-20958,fastlane/fastlane,Ruby,I,I,medium,X-SMALL,"mech I by repo. scope=1+12=13 < 20 -> X-SMALL. pa=19/del=15, test_add=95 (the largest fastlane test diff) — still gated out on test count.",high — X-SMALL (scope 13); tied fastlane maximum,M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,1839,0,1,188,1,1,19,15,.rb,1,2,95,1,12,0,0,0
fastlane__fastlane-20975,fastlane/fastlane,Ruby,I,I,high,X-SMALL,"mech I by repo. scope=1+7=8 < 20 -> X-SMALL. ps_chars=10519, hints_chars=909.",high — X-SMALL (scope 8),M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,10519,0,1,909,1,1,6,0,.rb,1,1,12,1,7,0,0,0
fastlane__fastlane-21857,fastlane/fastlane,Ruby,I,I,high,X-SMALL,mech I by repo. scope=1+2=3 < 20 -> X-SMALL. ps_chars=14743 against a 3-test selection. Sets fastlane's 4.3x within-repo spread (3 -> 13).,"high — X-SMALL (scope 3), the fastlane minimum",M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,14743,0,1,989,1,1,16,0,.rb,1,1,36,1,2,0,0,0
fluent__fluentd-3328,fluent/fluentd,Ruby,I,I,high,X-SMALL,mech I by repo. scope=1+0=1 < 20 -> X-SMALL. n_p2p=0 with a single F2P: one test in the whole selection. ps_chars=6388.,"high — X-SMALL (scope 1, the Ruby minimum)",M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,6388,0,1,387,1,1,2,1,.rb,1,1,18,1,0,0,0,0
fluent__fluentd-3466,fluent/fluentd,Ruby,I,I,high,X-SMALL,mech I by repo. scope=1+0=1 < 20 -> X-SMALL. n_p2p=0. ps_chars=5630.,"high — X-SMALL (scope 1, the Ruby minimum)",M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,5630,0,1,363,1,3,9,1,.rb,1,2,44,1,0,0,0,0
fluent__fluentd-3608,fluent/fluentd,Ruby,I,I,high,X-SMALL,"mech I by repo. scope=1+4=5 < 20 -> X-SMALL. ps_chars=8179 (long statement, tiny test selection — the anti-correlation that recurs across fluentd and fastlane).",high — X-SMALL (scope 5),M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,8179,0,1,0,1,1,8,4,.rb,1,1,47,1,4,0,0,0
fluent__fluentd-3616,fluent/fluentd,Ruby,I,I,high,X-SMALL,"mech I by repo. scope=1+2=3 < 20 -> X-SMALL. ps_chars=940, ps_has_repro=0.",high — X-SMALL (scope 3),S,"tiny fix (11+), no traceback/repro to localize from","low (1/10 vs realized labels, report 17)",,,,940,0,0,0,1,2,11,1,.rb,1,1,23,1,2,0,0,0
fluent__fluentd-3631,fluent/fluentd,Ruby,I,I,high,X-SMALL,"mech I by repo. scope=1+1=2 < 20 -> X-SMALL. Same scope as the pre-rejected gin-3741, in a class with no build intercept to fall back on.",high — X-SMALL (scope 2),M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,2054,0,1,623,1,3,19,1,.rb,1,1,17,1,1,0,0,0
fluent__fluentd-3640,fluent/fluentd,Ruby,I,I,high,X-SMALL,"mech I by repo. scope=1+6=7 < 20 -> X-SMALL. pf=1/ph=1/pa=1, test_add=1 — a one-line fix with a one-line test.",high — X-SMALL (scope 7),M,no dominant static signal,"low (1/10 vs realized labels, report 17)",,,,2372,0,1,0,1,1,1,1,.rb,1,1,1,1,6,0,0,0
